Product Name,Image_URL,Costco_100_Billy_Bishop_Way_North_York_On - Price,Costco_100_Billy_Bishop_Way_North_York_On - Stock,Costco_100_Billy_Bishop_Way_North_York_On - Deal,Costco_1411_Warden_Ave_Scarborough_On - Price,Costco_1411_Warden_Ave_Scarborough_On - Stock,Costco_1411_Warden_Ave_Scarborough_On - Deal,Costco_1570_Dundas_Ste_Mississauga_On - Price,Costco_1570_Dundas_Ste_Mississauga_On - Stock,Costco_1570_Dundas_Ste_Mississauga_On - Deal,Costco_2260_Islington_Ave_Etobicoke_On - Price,Costco_2260_Islington_Ave_Etobicoke_On - Stock,Costco_2260_Islington_Ave_Etobicoke_On - Deal,Costco_42_Overlea_Blvd_Toronto_On - Price,Costco_42_Overlea_Blvd_Toronto_On - Stock,Costco_42_Overlea_Blvd_Toronto_On - Deal,Costco_50_Queen_Elizabeth_Blvd_Etobicoke_On - Price,Costco_50_Queen_Elizabeth_Blvd_Etobicoke_On - Stock,Costco_50_Queen_Elizabeth_Blvd_Etobicoke_On - Deal,Costco_Business_Centre_Scarborough_Bus_Ctr_Scarborough_On - Price,Costco_Business_Centre_Scarborough_Bus_Ctr_Scarborough_On - Stock,Costco_Business_Centre_Scarborough_Bus_Ctr_Scarborough_On - Deal
"Tirtir Milk Skin Toner, 2 X 200 Ml + 50 Ml",https://tb-static.uber.com/prod/image-proc/processed_images/11458f544d770ffcd0c899b2e0982398/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$53.33,Available,19% off,$53.33,Available,19% off,$53.33,Available,19% off,$53.33,Available,19% off,$53.33,Available,19% off,$53.33,Available,19% off,NOT CARRIED,NOT CARRIED,
"Titan Packing Tape, 48 mm x 132 m, Clear (8 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/47204dbaf0d1a8ab3e1056874d81a4a2/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$20.26,Available,
"Titan Piping Bags 12 In, Pack Of 100",https://tb-static.uber.com/prod/image-proc/processed_images/e0832fbc71b74a6be07e264eb60c7c32/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$5.85,Available,
"Titan Piping Bags 18 In, Pack Of 100",https://tb-static.uber.com/prod/image-proc/processed_images/766c749e1498ff57e60cc80989cc74ad/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$9.05,Available,
"Top Dessert Chocolate Mousse, 24 X 95 G",https://tb-static.uber.com/prod/image-proc/processed_images/1aab7a3364be58a8131819598241baac/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$45.87,Available,
"Tostitos Medium Salsa (2.4 L, 2 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/ed06ba52e3c05c683f8577b01c7dba85/f9586c36ab7db84d09b777cee8c829b1.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$13.32,Available,
"Tostitos Tortilla Chips Salsa & Cheesy Dip Variety pack (1.75 kg, 26 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/0d0355715cd9154452c5896b4afdf3f5/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$26.66,Available,
Traditional Honey Garlic Sausage,https://tb-static.uber.com/prod/image-proc/processed_images/6514cdca2c3fa6fecc0a1a22dc1ec53e/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$14.30,Available,,NOT CARRIED,NOT CARRIED,,$14.30,Available,,$14.30,Available,,NOT CARRIED,NOT CARRIED,,$14.18,Available,,NOT CARRIED,NOT CARRIED,
Traditional Mild Italian Sausage,https://tb-static.uber.com/prod/image-proc/processed_images/0377aec119dd9eef859e73d0e0b592e5/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$14.42,Available,,$14.42,Available,,NOT CARRIED,NOT CARRIED,,$14.42,Available,,NOT CARRIED,NOT CARRIED,,$14.42,Available,,NOT CARRIED,NOT CARRIED,
"Traditions Mega Ice Cream Sandwich, Vanilla (30 x 190 ml)",https://tb-static.uber.com/prod/image-proc/processed_images/1754eb26cd49f904af1164d79de3e764/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,NOT CARRIED,NOT CARRIED,
Traditions Organic Fudge Ice Cream Bars (14 x 88 ml),https://tb-static.uber.com/prod/image-proc/processed_images/f23e5084514f8fa4d607edcee5b1295f/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$13.86,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$13.86,Available,,$13.86,Available,,NOT CARRIED,NOT CARRIED,
"Tre Stelle Grana Padano Cheese, 1 Kg",https://tb-static.uber.com/prod/image-proc/processed_images/5ef59373cf184e4f6daf93f68345c210/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$31.99,Available,
"Treasure Mills Chocolate Chip Oat Bites, 736 G",https://tb-static.uber.com/prod/image-proc/processed_images/f646d0b1b8392c0160ed1c69ce8b2461/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$10.65,Available,
"Tropical Fields Crispy Rolls, Coconut (400 g)",https://tb-static.uber.com/prod/image-proc/processed_images/42f86016b88a09b327abe1db91632dd9/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$8.52,Available,,$8.52,Available,,$8.52,Available,,$8.52,Available,,$8.52,Available,,$8.52,Available,
"Tropicana Pure Premium Juice, Orange (3 x 1.36 L)",https://tb-static.uber.com/prod/image-proc/processed_images/ddc98ca1de094f6a0901952d6c5ffcc8/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,
"True Innovations Mesh Office Chair, Black",https://tb-static.uber.com/prod/image-proc/processed_images/00ecd2dc99c7327943f46ae3da8af61e/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$95.99,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Truffettes De France French Mallows Strawberry And Milk Chocolate, 454 G",https://tb-static.uber.com/prod/image-proc/processed_images/e3ae3bfd9b57f3593a7d391cc996c3f8/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,$12.79,Available,,NOT CARRIED,NOT CARRIED,
"Trugard Nitrile Medical Examination Gloves, 2-Pack Of 200, Large",https://tb-static.uber.com/prod/image-proc/processed_images/04c0d299d64c83a915b04af4896d0ced/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,,$21.32,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,$21.32,Available,
"Trugard Nitrile Medical Examination Gloves, 2-Pack Of 200, Medium",https://tb-static.uber.com/prod/image-proc/processed_images/8874867a222224183e086ccee4e4b1c8/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,NOT CARRIED,NOT CARRIED,
"Trugard Nitrile Medical Examination Gloves, 2-Pack Of 200, Small",https://tb-static.uber.com/prod/image-proc/processed_images/f1652ea3f745d398cc86bbc84c819f82/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,NOT CARRIED,NOT CARRIED,,$21.32,Available,
"Tums Extra Strength, 2 X 200 Tablets",https://tb-static.uber.com/prod/image-proc/processed_images/0f5c176455ebc6d861e3e6d7d2ccce1e/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$17.06,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
Tuna and Salmon Maki and Nigiri Sushi Combo (24 ct),https://tb-static.uber.com/prod/image-proc/processed_images/57e17792983a48d0642b1c6ec9f71975/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$39.78,Available,,$39.78,Available,,$39.78,Available,,$39.78,Available,,$30.98,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
TurboTax Deluxe Desktop Edition Federal Tax Return Accounting Software 2025,https://tb-static.uber.com/prod/image-proc/processed_images/0f832c680efe4dd2a4e0bf425af5a9a4/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$44.80,Available,20% off,$44.80,Available,20% off,$44.80,Available,20% off,$44.80,Available,20% off,$44.80,Available,20% off,$44.80,Available,20% off,$44.80,Available,20% off
Turbotax Premier 2025 - 12 Returns,https://tb-static.uber.com/prod/image-proc/processed_images/62db157a6a70be7c66d44c7c8c983d7d/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$96.01,Available,,$96.01,Available,,$96.01,Available,,$96.01,Available,,$96.01,Available,,$96.01,Available,,$96.01,Available,
Twisted Tea Hard Iced Tea (30 x 0.35 L),https://tb-static.uber.com/prod/image-proc/processed_images/5ef8929b62cca255f0256fb41b8bac1a/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$60.80,Available,,$60.80,Available,,NOT CARRIED,NOT CARRIED,,$60.80,Available,,NOT CARRIED,NOT CARRIED,
Two-Bite Original Brownies (1.36 kg),https://tb-static.uber.com/prod/image-proc/processed_images/4aecb1cb17f1c1061e44f87f6482ce1a/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$10.65,Available,,$10.65,Available,,$10.65,Available,,$10.65,Available,,$10.65,Available,,$10.65,Available,,$10.65,Available,
"Tylenol Arthritis 650 Mg, 2 X 175 Caplets",https://tb-static.uber.com/prod/image-proc/processed_images/e655adbe43af67f7d2977dd98b7c9703/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$30.93,Available,,$30.93,Available,,$30.93,Available,,$30.93,Available,,$30.93,Available,,$30.93,Available,,NOT CARRIED,NOT CARRIED,
"Tylenol Cold Extra Strength, 40 Day + 40 Night Caplets",https://tb-static.uber.com/prod/image-proc/processed_images/75e76f0a8ec84ed846ef77f591a041e2/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,$21.32,Available,,NOT CARRIED,NOT CARRIED,
"Unreal Dark Chocolate Bars, Caramel Peanut Nougat (437 g)",https://tb-static.uber.com/prod/image-proc/processed_images/07801d7790c45aed88b8a019f81bdc94/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,$21.32,Available,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,NOT CARRIED,NOT CARRIED,
"Unreal Minis, Dark Chocolate Coconut (435 g)",https://tb-static.uber.com/prod/image-proc/processed_images/0c7fc80125254bb230c9f9a8ed6fb3a8/f9586c36ab7db84d09b777cee8c829b1.jpeg,$18.66,Available,,$18.66,Available,,$18.66,Available,,$18.66,Available,,$18.66,Available,,$18.66,Available,,NOT CARRIED,NOT CARRIED,
"Urban Star Men'S Jean, 32 X 33",https://tb-static.uber.com/prod/image-proc/processed_images/87fc4ab9839d7a16f0b938e3e3877afb/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Urban Star Men'S Jean, 36 X 31",https://tb-static.uber.com/prod/image-proc/processed_images/87fc4ab9839d7a16f0b938e3e3877afb/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,NOT CARRIED,NOT CARRIED,
"Urban Star Men'S Jean, 36 X 33",https://tb-static.uber.com/prod/image-proc/processed_images/87fc4ab9839d7a16f0b938e3e3877afb/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,$21.32,Available,,$21.32,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,NOT CARRIED,NOT CARRIED,
"Urban Star Men'S Jean, 42 X 33",https://tb-static.uber.com/prod/image-proc/processed_images/87fc4ab9839d7a16f0b938e3e3877afb/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Urban Star Men'S Jean, 44 X 33",https://tb-static.uber.com/prod/image-proc/processed_images/87fc4ab9839d7a16f0b938e3e3877afb/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$21.32,Available,,$21.32,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
VECTOR High Protein Meal Replacement Cereal Mega Jumbo pack (1.13 kg),https://tb-static.uber.com/prod/image-proc/processed_images/a7fc17cbdd7d93edad914c4146cce4cc/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$11.61,Available,,NOT CARRIED,NOT CARRIED,,$11.61,Available,,$11.61,Available,,$11.61,Available,,$11.61,Available,,NOT CARRIED,NOT CARRIED,
"Vachon Mega Brownies, Pack Of 9",https://tb-static.uber.com/prod/image-proc/processed_images/f987ba5610d054d0be3ac43e798a3484/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$12.25,Available,
Vaseline Dry Skin Repair 48h Hydratation Moisture Body Lotion (3 x 600 ml),https://tb-static.uber.com/prod/image-proc/processed_images/4a8ddfd53f65eab0b92c1b09e4e7322e/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$17.06,Available,23% off,$17.06,Available,23% off,$17.06,Available,23% off,$17.06,Available,23% off,$17.06,Available,23% off,$17.06,Available,23% off,NOT CARRIED,NOT CARRIED,
Verdania Broccoli Florets (908 g/ 2 Lb),https://tb-static.uber.com/prod/image-proc/processed_images/790f31aa287ebd223def029d765cd784/0e5313be7a8831b8ed60f8dab3c2df10.jpeg,$8.52,Available,,$8.52,Available,,$8.52,Available,,$8.52,Available,,$8.52,Available,,$8.52,Available,,$8.52,Available,
"Verka Brown Cane Sugar, 6.82 Kg",https://tb-static.uber.com/prod/image-proc/processed_images/28f64561122ffb2873b9807c1a95217a/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$13.86,Available,,$13.86,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$13.86,Available,
"Via Raw Shrimp 21-25, 4.54 Kg",https://tb-static.uber.com/prod/image-proc/processed_images/1d97f071fb8d90b4069dfdec0bb06165/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$80.01,Available,
"Viau Frozen Sliced Dry Pepperoni, 2×3.4 Kg",https://tb-static.uber.com/prod/image-proc/processed_images/3bf6eb4d12268c181505e5a1d8605a97/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$85.34,Available,
"Vicks Dayquil/Nyquil Honey For Kids, 3 X 236 Ml",https://tb-static.uber.com/prod/image-proc/processed_images/ae599a95567b47ecebaf869a3c411a34/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$21.32,Available,19% off,NOT CARRIED,NOT CARRIED,,$21.32,Available,19% off,$21.32,Available,19% off,$21.32,Available,19% off,$21.32,Available,19% off,NOT CARRIED,NOT CARRIED,
Vignola Castle Proscuitto Cotto Di Modena (425 g),https://tb-static.uber.com/prod/image-proc/processed_images/b57b8f2c65515e8741bafc0491569657/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$12.79,Available,,$12.79,Available,,$12.79,Available,,NOT CARRIED,NOT CARRIED,
Villaggio Italian Style Thick Slice Classico Bread (2 x 675 g),https://tb-static.uber.com/prod/image-proc/processed_images/85182bf73616b71f5f02948595f3831e/f9586c36ab7db84d09b777cee8c829b1.jpeg,NOT CARRIED,NOT CARRIED,,$5.32,Available,,NOT CARRIED,NOT CARRIED,,$5.32,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Violanta - Greek Yogurt Oat Sandwich, 540 G",https://tb-static.uber.com/prod/image-proc/processed_images/553ff9f63470e63bd2d0b27ee11c364c/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$10.65,Available,,$10.65,Available,,$10.65,Available,,$10.65,Available,,NOT CARRIED,NOT CARRIED,,$10.65,Available,,NOT CARRIED,NOT CARRIED,
"Viro Kraft Bag With Handle 11” X 6.75” X 12”, Pack Of 250",https://tb-static.uber.com/prod/image-proc/processed_images/e49f0903f3605356bdd3733de8fc82eb/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$42.66,Available,
"Viro Kraft Bag With Handle 14” X 10” X 15.5”, Pack Of 200",https://tb-static.uber.com/prod/image-proc/processed_images/330258efdfd839ed905494b622e32b40/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$53.33,Available,
Vita Coco Pure Coconut Water (12 x 330 ml),https://tb-static.uber.com/prod/image-proc/processed_images/4af5b0b9c7303cae84eec84d740dab29/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$19.19,Available,,$19.19,Available,,$19.19,Available,,$19.19,Available,,$19.19,Available,,$19.19,Available,,$19.19,Available,
"Vitaminwater Zero Sugar Nutrient Enhanced Water, Acai Blueberry Pomegranate-Lemonade Squeezed-Pineapple Passionfruit (15 x 591 ml)",https://tb-static.uber.com/prod/image-proc/processed_images/81debecebef08034f741bf08c4c09c89/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$24.53,Available,,$24.53,Available,,$24.53,Available,,$24.53,Available,,NOT CARRIED,NOT CARRIED,
"Vodkow Lactose Free Liquor, Eggnog Cream (750 ml)",https://tb-static.uber.com/prod/image-proc/processed_images/21e78221f62ec44fc82c4a5c73f89cc4/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$31.99,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Volupta Organic Erythritol Monk Fruit Sweetener, 1.36 Kg",https://tb-static.uber.com/prod/image-proc/processed_images/429a382f0fb615cd9f660ed3c1a1cab1/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$18.12,Available,,$18.12,Available,,$18.12,Available,,$18.12,Available,,$18.12,Available,,$18.12,Available,,NOT CARRIED,NOT CARRIED,
"WakeWater Electrolytes Rapid Rehydration Variety pack, Blue Raspberry/ Watermelon/Lemon Lime (187 g, 30 ct)",https://tb-static.uber.com/prod/image-proc/processed_images/3316755c8233d89dd6528b49e2389ad5/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$41.60,Available,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,
"Walker'S All-Butter Shortbread Fingers, 24 × 40 G",https://tb-static.uber.com/prod/image-proc/processed_images/b01c60c59efd8e05fb7aa8006cbbb689/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,NOT CARRIED,NOT CARRIED,,$25.59,Available,
Water Pik Revive Handheld Shower Head,https://tb-static.uber.com/prod/image-proc/processed_images/40d1d9840aedd9923941384d0b8210bf/b4665c191b34baf3d0e0fa45dfdd3d1d.jpeg,$42.66,Available,23% off,$42.66,Available,23% off,$42.66,Available,23% off,$42.66,Available,23% off,$42.66,Available,23% off,$42.66,Available,23% off,NOT CARRIED,NOT CARRIED,
